model,base_id,split,arm,binding,cell,style,variant,question,kind,correct_pole,inner_token,outer_token,logp_inner,logp_outer,margin_inner,margin_correct,says_inner,correct,argmax_token,argmax_is_a_choice,n_prompt_tokens,question_text
deepseek-coder-1.3b,base_0036,calib,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.6040316224098206,-0.9874908328056335,0.383459210395813,-0.383459210395813,1,0,9526,1,35,"
# Question: does f return the inner d or the outer d? Answer: the"
deepseek-coder-1.3b,base_0036,calib,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5225957036018372,-1.0955379009246826,0.5729421973228455,0.5729421973228455,1,1,9526,1,35,"
# Question: does f return the inner d or the outer d? Answer: the"
deepseek-coder-1.3b,base_0036,calib,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.5475432872772217,-1.0357047319412231,0.48816144466400146,-0.48816144466400146,1,0,9526,1,35,"
# Question: does f return the outer d or the inner d? Answer: the"
deepseek-coder-1.3b,base_0036,calib,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.4574505090713501,-1.1900486946105957,0.7325981855392456,0.7325981855392456,1,1,9526,1,35,"
# Question: does f return the outer d or the inner d? Answer: the"
deepseek-coder-1.3b,base_0036,calib,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.5637664794921875,-1.0163116455078125,0.452545166015625,-0.452545166015625,1,0,9526,1,35,"
# Question: does f return the outer d or the inner d? Answer: the"
deepseek-coder-1.3b,base_0036,calib,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.43226027488708496,-1.2396891117095947,0.8074288368225098,0.8074288368225098,1,1,9526,1,35,"
# Question: does f return the outer d or the inner d? Answer: the"
deepseek-coder-1.3b,base_0036,calib,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9206216931343079,-1.8925950527191162,0.9719733595848083,-0.9719733595848083,1,0,2291,1,33,"
# Question: is the d returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0036,calib,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.8694747090339661,-1.9668371677398682,1.097362458705902,1.097362458705902,1,1,2291,1,33,"
# Question: is the d returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0036,calib,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9191986322402954,-1.8636890649795532,0.9444904327392578,-0.9444904327392578,1,0,2291,1,33,"
# Question: is the d returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0036,calib,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.8896703720092773,-1.9283781051635742,1.0387077331542969,1.0387077331542969,1,1,2291,1,33,"
# Question: is the d returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0036,calib,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7108239531517029,-2.5514020919799805,1.8405781388282776,-1.8405781388282776,1,0,2291,1,33,"
# Question: is the d returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0036,calib,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.6752738356590271,-2.6998214721679688,2.0245476365089417,2.0245476365089417,1,1,2291,1,33,"
# Question: is the d returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0036,calib,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7075060606002808,-2.510324478149414,1.8028184175491333,-1.8028184175491333,1,0,2291,1,33,"
# Question: is the d returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0036,calib,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.682334303855896,-2.6688437461853027,1.9865094423294067,1.9865094423294067,1,1,2291,1,33,"
# Question: is the d returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0036,calib,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.330817699432373,-0.6582207679748535,-0.6725969314575195,0.6725969314575195,0,1,637,1,34,"
# Question: is d shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0036,calib,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2758581638336182,-0.6927569508552551,-0.583101212978363,-0.583101212978363,0,0,637,1,34,"
# Question: is d shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0036,calib,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.3192228078842163,-0.6564949750900269,-0.6627278327941895,0.6627278327941895,0,1,637,1,34,"
# Question: is d shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0036,calib,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2527186870574951,-0.6952940821647644,-0.5574246048927307,-0.5574246048927307,0,0,637,1,34,"
# Question: is d shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0036,calib,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8073745369911194,-1.267760992050171,0.4603864550590515,-0.4603864550590515,1,0,637,1,36,"
# Question: does f return the d from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0036,calib,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.7884804606437683,-1.2820725440979004,0.4935920834541321,0.4935920834541321,1,1,637,1,36,"
# Question: does f return the d from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0036,calib,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.803053081035614,-1.248660922050476,0.44560784101486206,-0.44560784101486206,1,0,637,1,36,"
# Question: does f return the d from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0036,calib,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.7908998131752014,-1.2506992816925049,0.45979946851730347,0.45979946851730347,1,1,637,1,36,"
# Question: does f return the d from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0036,calib,ab,source,ab_source,value,direct,value/direct,value,outer,18,20,-1.8201406002044678,-0.23552680015563965,-1.5846138000488281,1.5846138000488281,0,1,20,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0036,calib,ab,target,ab_target,value,direct,value/direct,value,inner,18,20,-0.8155362606048584,-0.5997378826141357,-0.21579837799072266,-0.21579837799072266,0,0,20,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0036,calib,ba,source,ba_source,value,direct,value/direct,value,outer,20,18,-2.1352550983428955,-0.19456228613853455,-1.940692812204361,1.940692812204361,0,1,18,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0036,calib,ba,target,ba_target,value,direct,value/direct,value,inner,20,18,-1.2015151977539062,-0.36846089363098145,-0.8330543041229248,-0.8330543041229248,0,0,18,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0037,calib,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.7260687351226807,-1.471355676651001,-0.2547130584716797,0.2547130584716797,0,1,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0037,calib,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.5708763599395752,-1.4729130268096924,-0.09796333312988281,-0.09796333312988281,0,0,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0037,calib,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.7341361045837402,-1.4588961601257324,-0.2752399444580078,0.2752399444580078,0,1,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0037,calib,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6360788345336914,-1.4403810501098633,-0.19569778442382812,-0.19569778442382812,0,0,4871,1,35,"
# Question: does f return the r assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0037,calib,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8434455990791321,-2.50032114982605,1.6568755507469177,-1.6568755507469177,1,0,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0037,calib,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8010990619659424,-2.444047212600708,1.6429481506347656,1.6429481506347656,1,1,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0037,calib,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8431734442710876,-2.48591947555542,1.6427460312843323,-1.6427460312843323,1,0,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0037,calib,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8173351287841797,-2.404338836669922,1.5870037078857422,1.5870037078857422,1,1,4640,1,35,"
# Question: does f return the r assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0037,calib,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.6267693042755127,-0.9975616931915283,0.3707923889160156,-0.3707923889160156,1,0,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0037,calib,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5172310471534729,-1.1399273872375488,0.6226963400840759,0.6226963400840759,1,1,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0037,calib,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.6128062605857849,-1.0246038436889648,0.41179758310317993,-0.41179758310317993,1,0,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0037,calib,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5205267667770386,-1.1485952138900757,0.6280684471130371,0.6280684471130371,1,1,9526,1,35,"
# Question: does f return the inner r or the outer r? Answer: the"
deepseek-coder-1.3b,base_0037,calib,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.6752628087997437,-0.883724570274353,0.20846176147460938,-0.20846176147460938,1,0,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0037,calib,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.4887230396270752,-1.1419329643249512,0.653209924697876,0.653209924697876,1,1,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0037,calib,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.646865963935852,-0.9244662523269653,0.2776002883911133,-0.2776002883911133,1,0,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0037,calib,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.4947448670864105,-1.1407655477523804,0.6460206806659698,0.6460206806659698,1,1,9526,1,35,"
# Question: does f return the outer r or the inner r? Answer: the"
deepseek-coder-1.3b,base_0037,calib,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9693833589553833,-1.8930703401565552,0.9236869812011719,-0.9236869812011719,1,0,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0037,calib,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.8775575160980225,-1.974029302597046,1.0964717864990234,1.0964717864990234,1,1,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0037,calib,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9928842782974243,-1.8880201578140259,0.8951358795166016,-0.8951358795166016,1,0,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0037,calib,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9297733306884766,-1.9671440124511719,1.0373706817626953,1.0373706817626953,1,1,2291,1,33,"
# Question: is the r returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0037,calib,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7794252038002014,-2.4611973762512207,1.6817721724510193,-1.6817721724510193,1,0,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0037,calib,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7026618719100952,-2.620718479156494,1.918056607246399,1.918056607246399,1,1,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0037,calib,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7958261370658875,-2.465914011001587,1.6700878739356995,-1.6700878739356995,1,0,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0037,calib,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7339035868644714,-2.6641690731048584,1.930265486240387,1.930265486240387,1,1,2291,1,33,"
# Question: is the r returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0037,calib,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2798457145690918,-0.682579517364502,-0.5972661972045898,0.5972661972045898,0,1,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0037,calib,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2469608783721924,-0.6671192646026611,-0.5798416137695312,-0.5798416137695312,0,0,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0037,calib,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.3110170364379883,-0.6792821288108826,-0.6317349076271057,0.6317349076271057,0,1,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0037,calib,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2599191665649414,-0.6650199294090271,-0.5948992371559143,-0.5948992371559143,0,0,637,1,34,"
# Question: is r shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0037,calib,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8697203397750854,-1.2102457284927368,0.34052538871765137,-0.34052538871765137,1,0,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0037,calib,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.81914222240448,-1.178680419921875,0.359538197517395,0.359538197517395,1,1,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0037,calib,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8676730990409851,-1.2448265552520752,0.3771534562110901,-0.3771534562110901,1,0,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0037,calib,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8137364387512207,-1.2090063095092773,0.39526987075805664,0.39526987075805664,1,1,637,1,36,"
# Question: does f return the r from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0037,calib,ab,source,ab_source,value,direct,value/direct,value,outer,19,22,-1.920816421508789,-0.2811870872974396,-1.6396293342113495,1.6396293342113495,0,1,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0037,calib,ab,target,ab_target,value,direct,value/direct,value,inner,19,22,-0.6364310383796692,-0.8086646199226379,0.17223358154296875,0.17223358154296875,1,1,19,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0037,calib,ba,source,ba_source,value,direct,value/direct,value,outer,22,19,-1.9840141534805298,-0.2432476431131363,-1.7407665103673935,1.7407665103673935,0,1,19,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0037,calib,ba,target,ba_target,value,direct,value/direct,value,inner,22,19,-0.6221057772636414,-0.7926685214042664,0.170562744140625,0.170562744140625,1,1,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0038,test,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.6147665977478027,-1.5125517845153809,-0.10221481323242188,0.10221481323242188,0,1,4871,1,35,"
# Question: does f return the u assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0038,test,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6388301849365234,-1.4218254089355469,-0.21700477600097656,-0.21700477600097656,0,0,4871,1,35,"
# Question: does f return the u assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0038,test,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.5844290256500244,-1.5144293308258057,-0.06999969482421875,0.06999969482421875,0,1,4871,1,35,"
# Question: does f return the u assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0038,test,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.7002990245819092,-1.4461181163787842,-0.254180908203125,-0.254180908203125,0,0,4871,1,35,"
# Question: does f return the u assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0038,test,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.7459062337875366,-2.781184673309326,2.0352784395217896,-2.0352784395217896,1,0,4640,1,35,"
# Question: does f return the u assigned outside f or inside f? Answer:"
